// Note : 키(ID)와 내용은 반드시 탭으로 구분되어야 합니다.
//
IN_000_000	Swords [Dex]
IN_093_116	A Lvl Steel Coat (Dex+)
IN_093_117	C Lvl Rock Mil. Robe (Eva+)
IN_093_118	C Lvl Rock Swrd Coat (Eva+)
IN_093_119	C Lvl Rock Arch. Coat (Eva+)
IN_093_120	C Lvl Rock Suit (Eva+)
IN_093_121	C Lvl Rock Mil. Robe (Dex+)
IN_093_122	C Lvl Rock Swrd Coat (Dex+)
IN_093_123	C Lvl Rock Arch. Coat (Dex+)
IN_093_124	C Lvl Rock Suit (Dex+)
IN_093_125	B Lvl Rock Mil. Robe (Eva+)
IN_093_126	B Lvl Rock Swrd Coat (Eva+)
IN_093_127	B Lvl Rock Arch. Coat (Eva+)
IN_093_128	B Lvl Rock Suit (Eva+)
IN_093_129	B Lvl Rock Mil. Robe (Dex+)
IN_093_130	B Lvl Rock Swrd Coat (Dex+)
IN_093_131	B Lvl Rock Arch. Coat (Dex+)
IN_093_132	B Lvl Rock Suit (Dex+)
IN_093_133	A Lvl Rock Mil. Robe (Eva+)
IN_093_134	A Lvl Rock Swrd Coat (Eva+)
IN_093_135	A Lvl Rock Arch. Coat (Eva+)
IN_093_136	A Lvl Rock Suit (Eva+)
IN_093_137	A Lvl Rock Mil. Robe (Dex+)
IN_093_138	A Lvl Rock Swrd Coat (Dex+)
IN_093_139	A Lvl Rock Arch. Coat (Dex+)
IN_093_140	A Lvl Rock Suit (Dex+)
IN_093_141	C Mithril Coat [A] (Eva+)
IN_093_142	C Damascus Vest [A] (Eva+)
IN_093_143	C Crystal Suit [A] (Eva+)
IN_093_144	C Ebony Robe [A] (Eva+)
IN_093_145	C Mithril Coat [B] (Dex+)
IN_093_146	C Damascus Vest [B] (Dex+)
IN_093_147	C Crystal Suit [B] (Dex+)
IN_093_148	C Ebony Robe [B] (Dex+)
IN_093_149	B Mithril Coat [A] (Eva+)
IN_093_150	B Damascus Vest [A] (Eva+)
IN_093_151	B Crystal Suit [A] (Eva+)
IN_093_152	B Ebony Robe [A] (Eva+)
IN_093_153	B Mithril Coat [B] (Dex+)
IN_093_154	B Damascus Vest [B] (Dex+)
IN_093_155	B Crystal Suit [B] (Dex+)
IN_093_156	B Ebony Robe [B] (Dex+)
IN_093_157	A Mithril Coat [A] (Eva+)
IN_093_158	A Damascus Vest [A] (Eva+)
IN_093_159	A Crystal Suit [A] (Eva+)
IN_093_160	A Ebony Robe [A] (Eva+)
IN_093_161	A Mithril Coat [B] (Dex+)
IN_093_162	A Damascus Vest [B] (Dex+)
IN_093_163	A Crystal Suit [B] (Dex+)
IN_093_164	A Ebony Robe [B] (Dex+)
IN_094_000	Rare Item [Pants]
IN_094_001	Judo Pants [C] (Eva+)
IN_094_002	Kendo Pants [C] (Eva+)
IN_094_003	Tight Skirt [C] (Eva+)
IN_094_004	Cleric Leggings [C] (Eva+)
IN_094_005	Judo Pants [C] (Dex+)
IN_094_006	Kendo Pants [C] (Dex+)
IN_094_007	Tight Skirt [C] (Dex+)
IN_094_008	Cleric Leggings [C] (Dex+)
IN_094_009	Judo Pants [B] (Eva+)
IN_094_010	Kendo Pants [B] (Eva+)
IN_094_011	Tight Skirt [B] (Eva+)
IN_094_012	Cleric Leggins [B] (Eva+)
IN_094_013	Judo Pants [B] (Dex+)
IN_094_014	Kendo Pants [B] (Dex+)
IN_094_015	Tight Skirt [B] (Dex+)
IN_094_016	Cleric Leggings [B] (Dex+)
IN_094_017	Fighter Pants [D] (Eva+)
IN_094_018	Shogun Pants [D] (Eva+)
IN_094_019	Hunter Skirt [D] (Eva+)
IN_094_020	Mage Leggings [D] (Eva+)
IN_094_021	Fighter Pants [D] (Dex+)
IN_094_022	Shogun Pants [D] (Dex+)
IN_094_023	Hunter Skirt [D] (Dex+)
IN_094_024	Mage Leggings [D] (Dex+)
IN_094_025	Fighter Pants [C] (Eva+)
IN_094_026	Shogun Pants [C] (Eva+)
IN_094_027	Hunter Skirt [C] (Eva+)
IN_094_028	Mage Leggings [C] (Eva+)
IN_094_029	Fighter Pants [C] (Dex+)
IN_094_030	Shogun Pants [C] (Dex+)
IN_094_031	Hunter Skirt [C] (Dex+)
IN_094_032	Mage Leggings [C] (Dex+)
IN_094_033	Fighter Pants [B] (Eva+)
IN_094_034	Shogun Pants [B] (Eva+)
IN_094_035	Hunter Skirt [B] (Eva+)
IN_094_036	Mage Leggings [B] (Eva+)
IN_094_037	Fighter Pants [B] (Dex+)
IN_094_038	Shogun Pants [B] (Dex+)
IN_094_039	Hunter Skirt [B] (Dex+)
IN_094_040	Mage Leggings [B] (Dex+)
IN_094_041	Brawler Pants [D] (Eva+)
IN_094_042	Vagrant Pants [D] (Eva+)
IN_094_043	Archer Jeans [D] (Eva+)
IN_094_044	Shaman Leggings [D] (Eva+)
IN_094_045	Brawler Pants [D] (Dex+)
IN_094_046	Vagrant Pants [D] (Dex+)
IN_094_047	Archer Jeans [D] (Dex+)
IN_094_048	Shaman Leggings [D] (Dex+)
IN_094_049	Brawler Pants [C] (Eva+)
IN_094_050	Vagrant Pants [C] (Eva+)
IN_094_051	Archer Jeans [C] (Eva+)
IN_094_052	Shaman Leggings [C] (Eva+)
IN_094_053	Brawler Pants [C] (Dex+)
IN_094_054	Vagrant Pants [C] (Dex+)
IN_094_055	Archer Jeans [C] (Dex+)
IN_094_056	Shaman Leggings [C] (Dex+)
IN_094_057	Brawler Pants [B] (Eva+)
IN_094_058	Vagrant Pants [B] (Eva+)
IN_094_059	Archer Jeans [B] (Eva+)
IN_094_060	Shaman Leggings [B] (Eva+)
IN_094_061	Brawler Pants [B] (Dex+)
IN_094_062	Vagrant Pants [B] (Dex+)
IN_094_063	Archer Jeans [B] (Dex+)
IN_094_064	Shaman Leggings [B] (Dex+)
IN_094_065	Mercenary Pants [D] (Eva+)
IN_094_066	Drifter Pants [D] (Eva+)
IN_094_067	C Lvl Arch Leather Skirt (Eva+)
IN_094_068	Ritual Leggings [D] (Eva+)
IN_094_069	Mercenary Pants [D] (Dex+)
IN_094_070	Drifter Pants [D] (Dex+)
IN_094_071	C Lvl Arch Leather Skirt (Dex+)
IN_094_072	Ritual Leggings [D] (Dex+)
IN_094_073	Mercenary Pants [C] (Eva+)
IN_094_074	Drifter Pants [C] (Eva+)
IN_094_075	B Lvl Arch Leather Skirt (Eva+)
IN_094_076	Ritual Leggings [C] (Eva+)
IN_094_077	Mercenary Pants [C] (Dex+)
IN_094_078	Drifter Pants [C] (Dex+)
IN_094_079	B Lvl Arch Leather Skirt (Dex+)
IN_094_080	Ritual Leggings [C] (Dex+)
IN_094_081	Mercenary Pants [B] (Eva+)
IN_094_082	Drifter Pants [B] (Eva+)
IN_094_083	A Lvl Arch Leather Skirt (Eva+)
IN_094_084	Ritual Leggings [B] (Eva+)
IN_094_085	Mercenary Pants [B] (Dex+)
IN_094_086	Drifter Pants [B] (Dex+)
IN_094_087	A Lvl Arch Leather Skirt (Dex+)
IN_094_088	Ritual Leggings [B] (Dex+)
IN_094_089	Mercenary Pants (Eva+)
IN_094_090	Drifter Pants (Eva+)
IN_094_091	C Lvl Steel Arch.Skirt (Eva+)
IN_094_092	Ritual Leggings (Eva+)
IN_094_093	Mercenary Pants (Dex+)
IN_094_094	Drifter Pants (Dex+)
IN_094_095	C Lvl Steel Arch.Skirt (Dex+)
IN_094_096	Ritual Leggings (Dex+)
IN_094_097	A Lvl Mil.Pants
IN_094_098	A Lvl Mil.Swrd Pants
IN_094_099	A Lvl Mil.Arch.Skirt
IN_094_100	A Lvl Mil.Rit Sock
IN_094_101	B Lvl Steel Martial Pants (Eva+)
IN_094_102	B Lvl Fine Steel Pants (Eva+)
IN_094_103	B Lvl Steel Arch.Skirt (Eva+)
IN_094_104	B Lvl Steel Skirt (Eva+)
IN_094_105	B Lvl Steel Martial Pants (Dex+)
IN_094_106	B Lvl Fine Steel Pants (Dex+)
IN_094_107	B Lvl Steel Arch.Skirt (Dex+)
IN_094_108	B Lvl Steel Skirt (Dex+)
IN_094_109	A Lvl Steel Martial Pants (Eva+)
IN_094_110	A Lvl Fine Steel Pants (Eva+)
IN_094_111	A Lvl Steel Arch.Skirt (Eva+)
IN_094_112	A Lvl Steel Skirt (Eva+)
IN_094_113	A Lvl Steel Martial Pants (Dex+)
IN_094_114	A Lvl Fine Steel Pants (Dex+)
IN_094_115	A Lvl Steel Arch.Skirt (Dex+)
IN_094_116	A Lvl Steel Skirt (Dex+)
IN_094_117	C Lvl Rock Mil. Pants (Eva+)
IN_094_118	C Lvl Rock Swrd Pants (Eva+)
IN_094_119	C Lvl Rock Arch. Skirt (Eva+)
IN_094_120	C Lvl Rock Pants (Eva+)
IN_094_121	C Lvl Rock Mil. Pants (Dex+)
IN_094_122	C Lvl Rock Swrd Pants (Dex+)
IN_094_123	C Lvl Rock Arch. Skirt (Dex+)
IN_094_124	C Lvl Rock Pants (Dex+)
IN_094_125	B Lvl Rock Mil. Pants (Eva+)
IN_094_126	B Lvl Rock Swrd Pants (Eva+)
IN_094_127	B Lvl Rock Arch. Skirt (Eva+)
IN_094_128	B Lvl Rock Pants (Eva+)
IN_094_129	B Lvl Rock Mil. Pants (Dex+)
IN_094_130	B Lvl Rock Swrd Pants (Dex+)
IN_094_131	B Lvl Rock Arch. Skirt (Dex+)
IN_094_132	B Lvl Rock Pants (Dex+)
IN_094_133	A Lvl Rock Mil. Pants (Eva+)
IN_094_134	A Lvl Rock Swrd Pants (Eva+)
IN_094_135	A Lvl Rock Arch. Skirt (Eva+)
IN_094_136	A Lvl Rock Pants (Eva+)
IN_094_137	A Lvl Rock Mil. Pants (Dex+)
IN_094_138	A Lvl Rock Swrd Pants (Dex+)
IN_094_139	A Lvl Rock Arch. Skirt (Dex+)
IN_094_140	A Lvl Rock Pants (Dex+)
IN_094_141	C Mithril Pants [A] (Eva+)
IN_094_142	C Damascus Pants [A] (Eva+)
IN_094_143	C Crystal Leggings [A] (Eva+)
IN_094_144	C Ebony Pants [A] (Eva+)
IN_094_145	C Mithril Pants [B] (Dex+)
IN_094_146	C Damascus Pants [B] (Dex+)
IN_094_147	C Crystal Leggings [B] (Dex+)
IN_094_148	C Ebony Pants [B] (Dex+)
IN_094_149	B Mithril Pants [A] (Eva+)
IN_094_150	B Damascus Pants [A] (Eva+)
IN_094_151	B Crystal Leggings [A] (Eva+)
IN_094_152	B Ebony Pants [A] (Eva+)
IN_094_153	B Mithril Pants [B] (Dex+)
IN_094_154	B Damascus Pants [B] (Dex+)
IN_094_155	B Crystal Leggings [B] (Dex+)
IN_094_156	B Ebony Pants [B] (Dex+)
IN_094_157	A Mithril Pants [A] (Eva+)
IN_094_158	A Damascus Pants [A] (Eva+)
IN_094_159	A Crystal Leggings [A] (Eva+)
IN_094_160	A Ebony Pants [A] (Eva+)
IN_094_161	A Mithril Pants [B] (Dex+)
IN_094_162	A Damascus Pants [B] (Dex+)
IN_094_163	A Crystal Leggings [B] (Dex+)
IN_094_164	A Ebony Pants [B] (Dex+)
IN_095_000	Rare Item [Shoes]
IN_095_001	Judo Shoes [C] (Eva+)
IN_095_002	Kendo Shoes [C] (Eva+)
IN_095_003	Tight Heels [C] (Eva+)
IN_095_004	Purple Shoes [C] (Eva+)
IN_095_005	Judo Shoes [C] (Dex+)
IN_095_006	Kendo Shoes [C] (Dex+)
IN_095_007	Tight Heels [C] (Dex+)
IN_095_008	Cleric Shoes [C] (Dex+)
IN_095_009	Judo Shoes [B] (Eva+)
IN_095_010	Kendo Shoes [B] (Eva+)
IN_095_011	Tight Heels [B] (Eva+)
IN_095_012	Cleric Shoes [B] (Eva+)
IN_095_013	Judo Shoes [B] (Dex+)
IN_095_014	Kendo Shoes [B] (Dex+)
IN_095_015	Tight Heels [B] (Dex+)
IN_095_016	Cleric Shoes [B] (Dex+)
IN_095_017	Fighter Shoes [D] (Eva+)
IN_095_018	Shogun Shoes [D] (Eva+)
IN_095_019	Hunter Heels [D] (Eva+)
IN_095_020	Mage Shoes [D] (Eva+)
IN_095_021	Fighter Shoes [D] (Dex+)
IN_095_022	Shogun Shoes [D] (Dex+)
IN_095_023	Hunter Heels [D] (Dex+)
IN_095_024	Mage Shoes [D] (Dex+)
IN_095_025	Fighter Shoes [C] (Eva+)
IN_095_026	Shogun Shoes [C] (Eva+)
IN_095_027	Hunter Heels [C] (Eva+)
IN_095_028	Mage Shoes [C] (Eva+)
IN_095_029	Fighter Shoes [C] (Dex+)
IN_095_030	Shogun Shoes [C] (Dex+)
IN_095_031	Hunter Heels [C] (Dex+)
IN_095_032	Mage Shoes [C] (Dex+)
IN_095_033	Fighter Shoes [B] (Eva+)
IN_095_034	Shogun Shoes [B] (Eva+)
IN_095_035	Hunter Heels [B] (Eva+)
IN_095_036	Mage Shoes [B] (Eva+)
IN_095_037	Fighter Shoes [B] (Dex+)
IN_095_038	Shogun Shoes [B] (Dex+)
IN_095_039	Hunter Heels [B] (Dex+)
IN_095_040	Mage Shoes [B] (Dex+)
IN_095_041	Brawler Shoes [D] (Eva+)
IN_095_042	Vagrant Shoes [D] (Eva+)
IN_095_043	Archer Heels [D] (Eva+)
IN_095_044	Shaman Shoes [D] (Eva+)
IN_095_045	Brawler Shoes [D] (Dex+)
IN_095_046	Vagrant Shoes [D] (Dex+)
IN_095_047	Archer Heels [D] (Dex+)
IN_095_048	Shaman Shoes [D] (Dex+)
IN_095_049	Brawler Shoes [C] (Eva+)
IN_095_050	Vagrant Shoes [C] (Eva+)
IN_095_051	Archer Heels [C] (Eva+)
IN_095_052	Shaman Shoes [C] (Eva+)
IN_095_053	Brawler Shoes [C] (Dex+)
IN_095_054	Vagrant Shoes [C] (Dex+)
IN_095_055	Archer Heels [C] (Dex+)
IN_095_056	Shaman Shoes [C] (Dex+)
IN_095_057	Brawler Shoes [B] (Eva+)
IN_095_058	Vagrant Shoes [B] (Eva+)
IN_095_059	Archer Heels [B] (Eva+)
IN_095_060	Shaman Shoes [B] (Eva+)
IN_095_061	Brawler Shoes [B] (Dex+)
IN_095_062	Vagrant Shoes [B] (Dex+)
IN_095_063	Archer Heels [B] (Dex+)
IN_095_064	Shaman Shoes [B] (Dex+)
IN_095_065	Mercenary Shoes [D] (Eva+)
IN_095_066	Drifter Shoes [D] (Eva+)
IN_095_067	C Lvl Arch Leather Shoes (Eva+)
IN_095_068	Ritual Shoes [D] (Eva+)
IN_095_069	Mercenary Shoes [D] (Dex+)
IN_095_070	Drifter Shoes [D] (Dex+)
IN_095_071	C Lvl Arch Leather Shoes (Dex+)
IN_095_072	Ritual Shoes [D] (Dex+)
IN_095_073	Mercenary Shoes [C] (Eva+)
IN_095_074	Drifter Shoes [C] (Eva+)
IN_095_075	B Lvl Arch Leather Shoes (Eva+)
IN_095_076	Ritual Shoes [C] (Eva+)
IN_095_077	Mercenary Shoes [C] (Dex+)
IN_095_078	Drifter Shoes [C] (Dex+)
IN_095_079	B Lvl Arch Leather Shoes (Dex+)
IN_095_080	Ritual Shoes [C] (Dex+)
IN_095_081	Mercenary Shoes [B] (Eva+)
IN_095_082	Drifter Shoes [B] (Eva+)
IN_095_083	A Lvl Arch Leather Shoes (Eva+)
IN_095_084	Ritual Shoes [B] (Eva+)
IN_095_085	Mercenary Shoes [B] (Dex+)
IN_095_086	Drifter Shoes [B] (Dex+)
IN_095_087	A Lvl Arch Leather Shoes (Dex+)
IN_095_088	Ritual Shoes [B] (Dex+)
IN_095_089	Mercenary Shoes (Eva+)
IN_095_090	Drifter Shoes (Eva+)
IN_095_091	C Lvl Arch Steel Shoes (Eva+)
IN_095_092	Ritual Shoes (Eva+)
IN_095_093	Mercenary Shoes (Dex+)
IN_095_094	Drifter Shoes (Dex+)
IN_095_095	C Lvl Arch Steel Shoes (Dex+)
IN_095_096	Ritual Shoes (Dex+)
IN_095_097	A Lvl Mil.Boots
IN_095_098	A Lvl Mil.Swrd Shoes
IN_095_099	A Lvl Arch Mil.Shoes
IN_095_100	B Lvl Mil .QG Shoes(+)
IN_095_101	B Lvl Steel Matial Shoe (Eva+)
IN_095_102	B Lvl Steel Swrd Boots (Eva+)
IN_095_103	B Lvl Arch Steel Shoes (Eva+)
IN_095_104	B Lvl Steel Shoes (Eva+)
IN_095_105	B Lvl Steel Matial Shoe (Dex+)
IN_095_106	B Lvl Steel Swrd Boots (Dex+)
IN_095_107	B Lvl Arch Steel Shoes (Dex+)
IN_095_108	B Lvl Steel Shoes (Dex+)
IN_095_109	A Lvl Steel Matial Shoe (Eva+)
IN_095_110	A Lvl Steel Swrd Boots (Eva+)
IN_095_111	A Lvl Arch Steel Shoes (Eva+)
IN_095_112	A Lvl Steel Shoes (Eva+)
IN_095_113	A Lvl Steel Matial Shoe (Dex+)
IN_095_114	A Lvl Steel Matial Shoe (Dex+)
IN_095_115	A Lvl Arch Steel Shoes (Dex+)
IN_095_116	A Lvl Steel Shoes (Dex+)
IN_095_117	C Lvl Rock Martial Shoes (Eva+)
IN_095_118	C Lvl Rock Swrd Shoes (Eva+)
IN_095_119	C Lvl Rock Arch. Shoe (Eva+)
IN_095_120	C Lvl Rock QiGong Shoe (Eva+)
IN_095_121	C Lvl Rock Martial Shoes (Dex+)
IN_095_122	C Lvl Rock Swrd Shoes (Dex+)
IN_095_123	C Lvl Rock Arch. Shoe (Dex+)
IN_095_124	C Lvl Rock QiGong Shoe (Dex+)
IN_095_125	B Lvl Rock Martial Shoes (Eva+)
IN_095_126	B Lvl Rock Swrd Shoes (Eva+)
IN_095_127	B Lvl Rock Arch. Shoe (Eva+)
IN_095_128	B Lvl Rock QiGong Shoe (Eva+)
IN_095_129	B Lvl Rock Martial Shoes (Dex+)
IN_095_130	B Lvl Rock Swrd Shoes (Dex+)
IN_095_131	B Lvl Rock Arch. Shoe (Dex+)
IN_095_132	B Lvl Rock QiGong Shoe (Dex+)
IN_095_133	A Lvl Rock Martial Shoes (Eva+)
IN_095_134	A Lvl Rock Swrd Shoes (Eva+)
IN_095_135	A Lvl Rock Arch. Shoe (Eva+)
IN_095_136	A Lvl Rock QiGong Shoe (Eva+)
IN_095_137	A Lvl Rock Martial Shoes (Dex+)
IN_095_138	A Lvl Rock Swrd Shoes (Dex+)
IN_095_139	A Lvl Rock Arch. Shoe (Dex+)
IN_095_140	A Lvl Rock QiGong Shoe (Dex+)
IN_095_141	C Mithril Shoes [A] (Eva+)
IN_095_142	C Damascus Boots [A] (Eva+)
IN_095_143	C Crystal Boots [A] (Eva+)
IN_095_144	C Ebony Boots [A] (Eva+)
IN_095_145	C Mithril Shoes [B] (Dex+)
IN_095_146	C Damascus Boots [B] (Dex+)
IN_095_147	C Crystal Boots [B] (Dex+)
IN_095_148	C Ebony Boots [B] (Dex+)
IN_095_149	B Mithril Shoes [A] (Eva+)
IN_095_150	B Damascus Boots [A] (Eva+)
IN_095_151	B Crystal Boots [A] (Eva+)
IN_095_152	B Ebony Boots [A] (Eva+)
IN_095_153	B Mithril Shoes [B] (Dex+)
IN_095_154	B Damascus Boots [B] (Dex+)
IN_095_155	B Crystal Boots [B] (Dex+)
IN_095_156	B Ebony Boots [B] (Dex+)
IN_095_157	A Mithril Shoes [A] (Eva+)
IN_095_158	A Damascus Boots [A] (Eva+)
IN_095_159	A Crystal Boots [A] (Eva+)
IN_095_160	A Ebony Boots [A] (Eva+)
IN_095_161	A Mithril Shoes [B] (Dex+)
IN_095_162	A Damascus Boots [B] (Dex+)
IN_095_163	A Crystal Boots [B] (Dex+)
IN_095_164	A Ebony Boots [B] (Dex+)
IN_096_000	Rare Item [Gloves]
IN_096_001	Judo Gloves [C] (Eva+)
IN_096_002	Kendo Gloves [C] (Eva+)
IN_096_003	Tight Gloves [C] (Eva+)
IN_096_004	Cleric Mittens [C] (Eva+)
IN_096_005	Judo Gloves [C] (Dex+)
IN_096_006	Kendo Gloves [C] (Dex+)
IN_096_007	Tight Gloves [C] (Dex+)
IN_096_008	Cleric Mittens [C] (Dex+)
IN_096_009	Judo Gloves [B] (Eva+)
IN_096_010	Kendo Gloves [B] (Eva+)
IN_096_011	Tight Gloves [B] (Eva+)
IN_096_012	Cleric Mittens [B] (Eva+)
IN_096_013	Judo Gloves [B] (Dex+)
IN_096_014	Kendo Gloves [B] (Dex+)
IN_096_015	Tight Gloves [B] (Dex+)
IN_096_016	Cleric Mittens [B] (Dex+)
IN_096_017	Fighter Gloves [D] (Eva+)
IN_096_018	Shogun Gloves [D] (Eva+)
IN_096_019	Hunter Gloves [D] (Eva+)
IN_096_020	Mage Mittens [D] (Eva+)
IN_096_021	Fighter Gloves [D] (Dex+)
IN_096_022	Shogun Gloves [D] (Dex+)
IN_096_023	Hunter Gloves [D] (Dex+)
IN_096_024	Mage Mittens [D] (Dex+)
IN_096_025	Fighter Gloves [C] (Eva+)
IN_096_026	Shogun Gloves [C] (Eva+)
IN_096_027	Hunter Gloves [C] (Eva+)
IN_096_028	Mage Mittens [C] (Eva+)
IN_096_029	Fighter Gloves [C] (Dex+)
IN_096_030	Shogun Gloves [C] (Dex+)
IN_096_031	Hunter Gloves [C] (Dex+)
IN_096_032	Mage Mittens [C] (Dex+)
IN_096_033	Fighter Gloves [B] (Eva+)
IN_096_034	Shogun Gloves [B] (Eva+)
IN_096_035	Hunter Gloves [B] (Eva+)
IN_096_036	Mage Mittens [B] (Eva+)
IN_096_037	Fighter Gloves [B] (Dex+)
IN_096_038	Shogun Gloves [B] (Dex+)
IN_096_039	Hunter Gloves [B] (Dex+)
IN_096_040	Mage Mittens [B] (Dex+)
IN_096_041	Brawler Gloves [D] (Eva+)
IN_096_042	Vagrant Gloves [D] (Eva+)
IN_096_043	Archer Gloves [D] (Eva+)
IN_096_044	Shaman Mittens [D] (Eva+)
IN_096_045	Brawler Gloves [D] (Dex+)
IN_096_046	Vagrant Gloves [D] (Dex+)
IN_096_047	Archer Gloves [D] (Dex+)
IN_096_048	Shaman Mittens [D] (Dex+)
IN_096_049	Brawler Gloves [C] (Eva+)
IN_096_050	Vagrant Gloves [C] (Eva+)
IN_096_051	Archer Gloves [C] (Eva+)
IN_096_052	Shaman Mittens [C] (Eva+)
IN_096_053	Brawler Gloves [C] (Dex+)
IN_096_054	Vagrant Gloves [C] (Dex+)
IN_096_055	Archer Gloves [C] (Dex+)
IN_096_056	Shaman Mittens [C] (Dex+)
IN_096_057	Brawler Gloves [B] (Eva+)
IN_096_058	Vagrant Gloves [B] (Eva+)
IN_096_059	Archer Gloves [B] (Eva+)
IN_096_060	Shaman Mittens [B] (Eva+)
IN_096_061	Brawler Gloves [B] (Dex+)
IN_096_062	Vagrant Gloves [B] (Dex+)
IN_096_063	Archer Gloves [B] (Dex+)
IN_096_064	Shaman Mittens [B] (Dex+)
IN_096_065	Mercenary Gloves [D] (Eva+)
IN_096_066	Drifter Gloves [D] (Eva+)
IN_096_067	C Lvl Arch Leather Gloves (Eva+)
IN_096_068	Ritual Mittens [D] (Eva+)
IN_096_069	Mercenary Gloves [D] (Dex+)
IN_096_070	Drifter Gloves [D] (Dex+)
IN_096_071	C Lvl Arch Leather Gloves (Dex+)
IN_096_072	Ritual Mittens [D] (Dex+)
IN_096_073	Mercenary Gloves [C] (Eva+)
IN_096_074	Drifter Gloves [C] (Eva+)
IN_096_075	B Lvl Arch Leather Gloves (Eva+)
IN_096_076	Ritual Mittens [C] (Eva+)
IN_096_077	Mercenary Gloves [C] (Dex+)
IN_096_078	Drifter Gloves [C] (Dex+)
IN_096_079	B Lvl Arch Leather Gloves (Dex+)
IN_096_080	Ritual Mittens [C] (Dex+)
IN_096_081	Mercenary Gloves [B] (Eva+)
IN_096_082	Drifter Gloves [B] (Eva+)
IN_096_083	A Lvl Arch Leather Gloves (Eva+)
IN_096_084	Ritual Mittens [B] (Eva+)
IN_096_085	Mercenary Gloves [B] (Dex+)
IN_096_086	Drifter Gloves [B] (Dex+)
IN_096_087	A Lvl Arch Leather Gloves (Dex+)
IN_096_088	Ritual Mittens [B] (Dex+)
IN_096_089	Mercenary Gloves (Eva+)
IN_096_090	Drifter Gloves (Eva+)
IN_096_091	C Lvl Steel Arch.Glv (Eva+)
IN_096_092	Ritual Mittens (Eva+)
IN_096_093	Mercenary Gloves (Dex+)
IN_096_094	Drifter Gloves (Dex+)
IN_096_095	C Lvl Steel Arch.Glv (Dex+)
IN_096_096	Ritual Mittens (Dex+)
IN_096_097	A Lvl Mil.Glv.
IN_096_098	A Lvl Mil.Swrd Glv.
IN_096_099	A Lvl Mil.Arch.Glv.
IN_096_100	A Lvl Mil .QG Glv .
IN_096_101	B Lvl Steel Spar Glv. (Eva+)
IN_096_102	B Lvl Steel Swrd Glv. (Eva+)
IN_096_103	B Lvl Steel Arch.Glv. (Eva+)
IN_096_104	B Lvl Steel Glv. (Eva+)
IN_096_105	B Lvl Steel Spar Glv. (Dex+)
IN_096_106	B Lvl Steel Swrd Glv. (Dex+)
IN_096_107	B Lvl Steel Arch.Glv. (Dex+)
IN_096_108	B Lvl Steel Glv. (Dex+)
IN_096_109	A Lvl Steel Spar Glv. (Eva+)
IN_096_110	A Lvl Steel Swrd Glv. (Eva+)
IN_096_111	A Lvl Steel Arch.Glv. (Eva+)
IN_096_112	A Lvl Steel Glv. (Eva+)
IN_096_113	A Lvl Steel Spar Glv. (Dex+)
IN_096_114	A Lvl Steel Swrd Glv. (Dex+)
IN_096_115	A Lvl Steel Arch.Glv. (Dex+)
IN_096_116	A Lvl Steel Glv. (Dex+)
IN_096_117	C Lvl Rock Mil. Glove (Eva+)
IN_096_118	C Lvl Rock Swrd Glv. (Eva+)
IN_096_119	C Lvl Rock Arch. Glv (Eva+)
IN_096_120	C Lvl Rock QG Glv (Eva+)
IN_096_121	C Lvl Rock Mil. Glove (Dex+)
IN_096_122	C Lvl Rock Swrd Glv. (Dex+)
IN_096_123	C Lvl Rock Arch. Glv (Dex+)
IN_096_124	C Lvl Rock QG Glv (Dex+)
IN_096_125	B Lvl Rock Mil. Glove (Eva+)
IN_096_126	B Lvl Rock Swrd Glv. (Eva+)
IN_096_127	B Lvl Rock Arch. Glv (Eva+)
IN_096_128	B Lvl Rock QG Glv (Eva+)
IN_096_129	B Lvl Rock Mil. Glove (Dex+)
IN_096_130	B Lvl Rock Swrd Glv. (Dex+)
IN_096_131	B Lvl Rock Arch. Glv (Dex+)
IN_096_132	B Lvl Rock QG Glv (Dex+)
IN_096_133	A Lvl Rock Mil. Glove (Eva+)
IN_096_134	A Lvl Rock Swrd Glv. (Eva+)
IN_096_135	A Lvl Rock Arch. Glv (Eva+)
IN_096_136	A Lvl Rock QG Glv (Eva+)
IN_096_137	A Lvl Rock Mil. Glove (Dex+)
IN_096_138	A Lvl Rock Swrd Glv. (Dex+)
IN_096_139	A Lvl Rock Arch. Glv (Dex+)
IN_096_140	A Lvl Rock QG Glv (Dex+)
IN_096_141	C Mithril Gloves [A] (Eva+)
IN_096_142	C Damascus Gloves [A] (Eva+)
IN_096_143	C Crystal Gloves [A] (Eva+)
IN_096_144	C Ebony Mittens [A] (Eva+)
IN_096_145	C Mithril Gloves [B] (Dex+)
IN_096_146	C Damascus Gloves [B] (Dex+)
IN_096_147	C Crystal Gloves [B] (Dex+)
IN_096_148	C Ebony Mittens [B] (Dex+)
IN_096_149	B Mithril Gloves [A] (Eva+)
IN_096_150	B Damascus Gloves [A] (Eva+)
IN_096_151	B Crystal Gloves [A] (Eva+)
IN_096_152	B Ebony Mittens [A] (Eva+)
IN_096_153	B Mithril Gloves [B] (Dex+)
IN_096_154	B Damascus Gloves [B] (Dex+)
IN_096_155	B Crystal Gloves [B] (Dex+)
IN_096_156	B Ebony Mittens [B] (Dex+)
IN_096_157	A Mithril Gloves [A] (Eva+)
IN_096_158	A Damascus Gloves [A] (Eva+)
IN_096_159	A Crystal Gloves [A] (Eva+)
